concept_id,reading,category,voice,test_type,verdict,n,diff,ci_lo,ci_hi,p,q_bh,holm,verified,deepdive_label,summary,result_path,script
low-probability-day-checklist,a,risk,guest,gate,NULL,4275,-0.0355002,-0.0735325,0.00265521,0.06777,0.305,keep,,,"Only the checklist items decidable from OHLC: Monday, or London took both Asia extremes. Gate on the 5m CISD book in NY AM 08:30-12:00, claim '-'. Flagged 4,275 vs 10,519 unflagged: -0.036R [-0.074, +0.003], p=0.068. Powered NULL, leaning in the claimed direction.",concept_campaign/results/low-probability-day-checklist__a.json,concept_campaign/tests/risk_guest_01b/low-probability-day-checklist.py
low-probability-day-checklist,b,risk,guest,gate,UNDERPOWERED,706,0.0282594,-0.0545077,0.109604,0.4997,0.7641,keep,,,"First trading session of the month (quarter starts included) as a 'manipulation-heavy' flag on the same NY AM 5m CISD book, claim '-'. Flagged 706 trades: +0.028R [-0.055, +0.110]. UNDERPOWERED (MDE 0.117, effective n 126).",concept_campaign/results/low-probability-day-checklist__b.json,concept_campaign/tests/risk_guest_01b/low-probability-day-checklist.py
ltf-inversion-entry-in-tspot,a,entry,own,trade,NULL,6692,-0.00696989,-0.0438086,0.0298694,0.7108,0.8913,keep,,,"1h C2 plus a 5m CISD inside C2; in C3, price trades into the T-spot and a 1m opposing FVG is closed through. Enter on that close, stop at the C3 wick, 2R, 5h hold. -0.007R, a powered null. The T-spot is a declared stand-in (the C2 half between its extreme and its EQ) because the author withholds the derivation.",concept_campaign/results/ltf-inversion-entry-in-tspot__a.json,concept_campaign/tests/entry_own_02b/ltf-inversion-entry-in-tspot.py
ltf-inversion-entry-in-tspot,b,entry,own,trade,NULL,6652,-0.000165092,-0.0512014,0.0516758,0.995,0.9984,keep,,,"Same entries, no target, exit at the C3 (1h) close: -0.000R, a powered null.",concept_campaign/results/ltf-inversion-entry-in-tspot__b.json,concept_campaign/tests/entry_own_02b/ltf-inversion-entry-in-tspot.py
macros-are-htf-opens,a,time,own,rate,NULL,2714,-0.0110876,-0.0323612,0.012559,0.3333,0.6442,keep,,,"Tested whether direction changes at 10:00 NY more often than at other NY-morning quarter-hours (30-minute legs before and after). 50.0% at 10:00 vs a 51.1% null. Powered NULL: on gold, 10:00 is not a special turning point.",concept_campaign/results/macros-are-htf-opens__a.json,concept_campaign/tests/time_own_01b/macros-are-htf-opens.py
macros-are-htf-opens,b,time,own,gate,NULL,30345,0.00430511,-0.0112566,0.0203233,0.5931,0.8143,keep,,,"Tested 'wait for the next candle open' as a gate on the all-day phase-3 5m CISD book: entries on a 15-minute candle open vs mid-candle. Gated n=30,345 of 98,346. Powered NULL at +0.004R; the halves disagree.",concept_campaign/results/macros-are-htf-opens__b.json,concept_campaign/tests/time_own_01b/macros-are-htf-opens.py
macros-not-used,,time,own,gate,NULL,3167,0.0108354,-0.0306934,0.053602,0.6144,0.8281,keep,,,"This concept rejects macros, so the claim tested is the ICT one it rejects ('+' = entries inside a macro improve the book), and the concept predicts NULL. Book: 5m CISD in NY 08:30-12:00, gated by the corpus macro windows 09:20-09:40 and 09:50-10:10. Powered NULL, which supports 'macros are fake'.",concept_campaign/results/macros-not-used.json,concept_campaign/tests/time_own_01b/macros-not-used.py
manipulation-first-heuristic,,model,own,trade,NULL,1319,0.0231435,-0.0424356,0.0856294,0.4787,0.752,keep,,,"15m aggressive out-and-back of the prior 20-bar range, with 'aggressive' set by the threshold_fits displacement magnitude (N=4, r=1.5, d=0.65). Trade toward the opposite range extreme, stop at the excursion, 150 min. Null, barely powered (MDE 0.092).",concept_campaign/results/manipulation-first-heuristic.json,concept_campaign/tests/model_own_03a/manipulation-first-heuristic.py
market-curve-side,,structure,own,gate,NULL,16394,0.0176434,-0.0112935,0.0455435,0.2237,0.5309,keep,,,"Concept is underspecified (no rule locates the curve). Declared stand-in: the side of the curve is the direction of the latest displaced 4H structure break. On the 15m CISD book, trades with the curve beat trades against it by +0.018R, CI contains 0. NULL, powered.",concept_campaign/results/market-curve-side.json,concept_campaign/tests/structure_own_03b/market-curve-side.py
market-maker-model,a,model,own,trade,UNDERPOWERED,1610,0.140118,-0.0212859,0.307188,0.0945,0.3581,keep,,,"Worked MMXM sell/buy trade: sweep of PDH, a 5m CISD reversal at the day's high, entry on the retrace to the 50% premium of the dealing range. Stop at the manipulation high, target PDL (the 'original consolidation'), mirrored for buys, held to the daily close. 1,610 trades, +0.14R [-0.02,+0.31]. MDE 0.23, underpowered.",concept_campaign/results/market-maker-model__a.json,concept_campaign/tests/model_own_02a/market-maker-model.py
market-maker-model,b,model,own,untestable,UNTESTABLE,0,,,,,,,,,"Curve reading (sell side, then smart-money reversal, then buy side, with zones dragged across) is UNTESTABLE. The source never defines the curve's phases, gives no rule for which side price is on (method_spec §3.9 GAP), and never says which zones to drag forward or how many.",concept_campaign/results/market-maker-model__b.json,concept_campaign/tests/model_own_02a/market-maker-model.py
market-order-entry,,entry,own,untestable,UNTESTABLE,0,,,,,,,,,"Order-type rule (market order rather than stop order). The harness entry is already a market fill at the next M1 open, and entry_mode is locked, so any book would test the trigger, not the order type.",concept_campaign/results/market-order-entry.json,concept_campaign/tests/entry_own_04a/market-order-entry.py
market-structure-break-significance,a,structure,guest,gate,NULL,3167,0.00152363,-0.0362733,0.0391639,0.9369,0.9765,keep,,,"Book of 30m breaks (first close beyond a 2/2 swing, stop at the extreme since the swing, 2R, 300min). Gate = the break takes an intermediate-term swing, i.e. a swing that formed inside an FVG from the prior 20 bars (AM Trades' MSB). Powered NULL, which supports the host's 'all the same' reading.",concept_campaign/results/market-structure-break-significance__a.json,concept_campaign/tests/structure_guest_02a/market-structure-break-significance.py
market-structure-shift,a,structure,own,trade,NULL,3314,0.000613326,-0.0419055,0.0422221,0.9772,0.9919,keep,,,"Earliest-recordings MSS on 15m. A close through a lower high (or a higher low), where the displacing leg left an FVG. Enter on the first return to that FVG within 16 bars, stop at the leg extreme, 2R, 150min hold. +0.001R, CI [-0.042, +0.042], a powered null.",concept_campaign/results/market-structure-shift__a.json,concept_campaign/tests/structure_own_02b/market-structure-shift.py
market-structure-shift,b,structure,own,trade,NULL,5459,-0.00180655,-0.0360002,0.0340742,0.9195,0.9709,keep,,,"Later-canon MSS on 15m. The leg first sweeps the last swing low (stop raid), then price closes through the swing high. Enter on the first return to 50% of the displacement range within 16 bars, stop at the swept extreme, 2R. -0.002R, CI [-0.036, +0.034], a powered null.",concept_campaign/results/market-structure-shift__b.json,concept_campaign/tests/structure_own_02b/market-structure-shift.py
max-expansion-deviation-no-trade,,risk,guest,gate,NULL,6169,0.0358244,-0.0317393,0.103769,0.3001,0.6187,keep,,,"Gate on the 1h CISD book. The week's anchor is its first 1h CISD leg. Trades in the anchor's direction are blocked once price reaches the -4 SD projection (1,841 blocked). Allowed minus blocked is +0.036R [-0.032, +0.104], NULL and powered.",concept_campaign/results/max-expansion-deviation-no-trade.json,concept_campaign/tests/risk_guest_02b/max-expansion-deviation-no-trade.py
max-one-trade-per-day,,risk,own,gate,NULL,2722,-0.0172934,-0.0659396,0.0309414,0.4841,0.756,keep,,,"Book: 15m CISD at 2R, 150-minute hold. The gate kept the first signal of each trading day (day rolls at 18:00 NY) against the later signals the cap would skip. First signals were no different (-0.017R, CI [-0.066, +0.031]): a powered null. The tilt and psychology justification is not decidable from price data.",concept_campaign/results/max-one-trade-per-day.json,concept_campaign/tests/risk_own_01a/max-one-trade-per-day.py
mean-reversion-3atr-21ema,,model,guest,rate,NULL,924,-0.0025974,-0.0361472,0.03204,0.8813,0.9688,keep,,,"First 1h close at least 3 ATR14 from the 21 EMA; does price touch the EMA within 1,440 M1 bars? Hit 26.0% vs 26.2% for a same-distance null, diff -0.003, CI [-0.036, +0.032]. Powered NULL. Timeframe, ATR period and horizon were declared before the run.",concept_campaign/results/mean-reversion-3atr-21ema.json,concept_campaign/tests/model_guest_02b/mean-reversion-3atr-21ema.py
mean-threshold,a,entry,own,trade,NULL,4695,0.01346,-0.0271054,0.0572061,0.5314,0.7813,keep,,,"Limit entry at the mean threshold (50% of the whole series' bodies) of the 1h CISD order block, filled within 10 bars. Stop stays at the protected swing, 2R target, 10h hold. Compared with matched random entries: +0.013R [-0.027, +0.057]. Powered null (MDE 0.060).",concept_campaign/results/mean-threshold__a.json,concept_campaign/tests/entry_own_01b/mean-threshold.py
mean-threshold,b,entry,own,gate,UNDERPOWERED,4429,0.00144411,-0.107039,0.111042,0.9793,0.9919,keep,,,"Respect test: the first 1h retest into the block's body zone, split by whether the retest bar held the mean threshold (82% did). Held vs violated: +0.001R [-0.107, +0.111]. Underpowered, because the complement has only 947 trades (MDE 0.156).",concept_campaign/results/mean-threshold__b.json,concept_campaign/tests/entry_own_01b/mean-threshold.py
mechanical-trade-management,a,risk,guest,trade,EDGE,3344,0.0460573,0.00337915,0.0893803,0.03579,0.2034,keep,refuted_both,,"Refuted (both): the test compared new entries with random entries, not fixed-R vs break-even on the same entries; the paired comparison is +0.026 [-0.011,+0.062].",concept_campaign/results/mechanical-trade-management__a.json,concept_campaign/tests/risk_guest_01a/mechanical-trade-management.py
mechanical-trade-management,b,risk,guest,trade,NEGATIVE,10304,-0.0119292,-0.023409,-0.000528033,0.04098,0.2233,keep,,,"Reading b, Ash's no-trim rule. The test scores the position held from the first +1R tag with the original stop and target. Weak NEGATIVE, -0.012R [-0.023, -0.0005], p=0.041, gross -0.007R: holding past +1R does slightly worse than a random entry with the same geometry, so trimming there does not lose value.",concept_campaign/results/mechanical-trade-management__b.json,concept_campaign/tests/risk_guest_01a/mechanical-trade-management.py
midnight-open-directional-filter,a,time,own,gate,NULL,7527,-0.0286519,-0.0621391,0.00332491,0.08623,0.344,keep,,,"Twitter-model gate on a 15m bare CISD book, restricted to events after the midnight open: shorts only above the midnight open, longs only below it (tested on the confirming close). Permitted trades come out -0.029R against the rest, on the wrong side of zero but not significant. Powered NULL.",concept_campaign/results/midnight-open-directional-filter__a.json,concept_campaign/tests/time_own_02a/midnight-open-directional-filter.py
midnight-open-directional-filter,b,time,own,gate,NULL,2312,-0.0360891,-0.0817231,0.00799002,0.1148,0.3812,keep,,,"Deep premium/discount reading from b6yvRKf8haE and $niper: longs only below BOTH the midnight and 08:30 opens, shorts only above both. Same 15m CISD book, restricted to after 08:30. -0.036R, not significant and leaning negative. Powered NULL.",concept_campaign/results/midnight-open-directional-filter__b.json,concept_campaign/tests/time_own_02a/midnight-open-directional-filter.py
midweek-reversal-week,,model,own,trade,UNDERPOWERED,71,0.075955,-0.352778,0.528146,0.7354,0.9064,keep,,,"Monday and Tuesday close against the setup, then Wednesday is a C2 week extreme with an hourly CISD. Enter at the Thursday open, stop at Wednesday's extreme, 2R, hold to Friday close. Only 71 trades, MDE 0.63.",concept_campaign/results/midweek-reversal-week.json,concept_campaign/tests/model_own_03a/midweek-reversal-week.py
mitigated-order-block-reuse,,entry,own,gate,UNDERPOWERED,1765,-0.0223435,-0.100117,0.0544129,0.5709,0.8029,keep,,,"Gate test on second-and-later taps of 1h CISD order blocks (bar-close reaction entry, stop at the protected swing, 2R, 10h). Gate = the drawn objective (nearest unswept opposite 2/2 swing) is still untaken. Untaken taps (n=1765) vs taken taps: -0.022R [-0.100, +0.054].",concept_campaign/results/mitigated-order-block-reuse.json,concept_campaign/tests/entry_own_04b/mitigated-order-block-reuse.py
mitigation-block,a,entry,own,trade,EDGE,25934,0.0224613,0.00281511,0.0433052,0.02967,0.1838,keep,refuted_both,,Refuted (both): the aggressive-trend gate adds nothing - the same fill mechanics on every opposing candle give a larger EDGE (+0.030R); stop-through fills are dropped.,concept_campaign/results/mitigation-block__a.json,concept_campaign/tests/entry_own_03b/mitigation-block.py
mitigation-block,b,entry,own,trade,NULL,9263,0.0178897,-0.0115448,0.0501628,0.2558,0.572,keep,,,"Four-point failure-swing block with no sweep (bbWPoajy2MY), retest of the zone candle body. Tested with claim '-' because he says price runs through these. NULL: the retest neither under- nor outperforms. No SMT filter (needs a correlated instrument).",concept_campaign/results/mitigation-block__b.json,concept_campaign/tests/entry_own_03b/mitigation-block.py
mitigation-block-nested-pd,,entry,guest,gate,UNDERPOWERED,8229,-0.0909067,-0.309705,0.0771566,0.357,0.6622,keep,,,"1h MMXM. Blocks are the up-close candles between the range top and the curve low, entered on the retrace, stop at the block low, target the range top, 10h hold. Blocks with a nested same-direction FVG (n=8229) vs bare blocks (n=9534): -0.09R, CI [-0.31, +0.08].",concept_campaign/results/mitigation-block-nested-pd.json,concept_campaign/tests/entry_guest_02a/mitigation-block-nested-pd.py
mmxm-hedging-definition,,model,guest,rate,UNDERPOWERED,114,0.0368421,-0.0596491,0.12807,0.4417,0.7269,keep,,,"Daily chart, as the source says. Tested whether price clears the original consolidation (5-day range <= 1.5 ATR, breakout, then a daily CISD SMR beyond it) within 20 trading days. Null = same distance and horizon at matched random times. Hit rate beat the 62.1% null by +3.7pp, CI [-6.0, +12.8]pp, n=114: UNDERPOWERED.",concept_campaign/results/mmxm-hedging-definition.json,concept_campaign/tests/model_guest_01a/mmxm-hedging-definition.py
mmxm-hedging-program,,model,guest,trade,NULL,14877,0.0469088,-0.00483842,0.0995989,0.0783,0.3332,keep,,,"The central-bank hedging story can't be seen in price data, so I tested what it predicts for trading. On 1H charts (lowest low of 48 bars splits the curve), every up-close candle on the sell side was extended as a mitigation block.",concept_campaign/results/mmxm-hedging-program.json,concept_campaign/tests/model_guest_01a/mmxm-hedging-program.py
mmxm-phase-sequence,a,model,guest,trade,UNTESTABLE,8,-0.131664,-1.3648,0.984421,0.8261,0.9415,keep,,,"$niper's 15m sell/buy model, second-leg ('silver bullet') entries. Sequence: prior-day high/low sweep, MSS within 4h, first bearish FVG in premium, retrace entry, BOS below the leg low, first premium FVG of the second leg; target the prior-day low. The full sequence completed only 8 times in 10.5 years.",concept_campaign/results/mmxm-phase-sequence__a.json,concept_campaign/tests/model_guest_01a/mmxm-phase-sequence.py
mmxm-phase-sequence,b,model,guest,gate,UNTESTABLE,8,-0.0634698,-1.19076,1.12956,0.9146,0.9709,keep,,,"Tested the claim that the second leg beats the first post-MSS entry, as a gate on 134 first-leg plus 8 second-leg entries, clustered by model. The gated arm has only n=8, below 30, so UNTESTABLE.",concept_campaign/results/mmxm-phase-sequence__b.json,concept_campaign/tests/model_guest_01a/mmxm-phase-sequence.py
mmxm-range-definition,,model,guest,gate,NULL,1355,0.0135823,-0.050331,0.0780178,0.6783,0.8708,keep,,,"Gate on the canonical 1h bare-CISD book (2R, 10h). Pass = the reversal extreme took the prior-day low/high and that level sits in discount/premium of the prior week's range. Gated n=1,355 (17%). Result: +0.014R, CI [-0.050, +0.078], powered NULL (MDE 0.092).",concept_campaign/results/mmxm-range-definition.json,concept_campaign/tests/model_guest_01a/mmxm-range-definition.py
mmxm-second-leg-entry,,entry,guest,gate,NULL,2722,0.00932582,-0.0283417,0.0466381,0.6259,0.8345,keep,,,"15m MMXM state machine (H0, MSS, leg-1 FVG tap, ITH, BOS, leg-2 FVG tap). Leg-2 entries with the stop at the ITH (n=2722) vs leg-1 entries with the stop at H0 (n=8210), both 2R and a 150-minute hold: +0.009R, CI [-0.028, +0.047]. Powered NULL (MDE 0.054).",concept_campaign/results/mmxm-second-leg-entry.json,concept_campaign/tests/entry_guest_02a/mmxm-second-leg-entry.py
mmxm-timeframe-alignment,,time,guest,gate,NULL,13844,-0.00573464,-0.0307072,0.0200762,0.658,0.8594,keep,,,"Tested the 1H->5m row of the table. 5m CISD reversals whose swept extreme sits in a paired 1H FVG did the same as reversals at an adjacent 15m or 4H FVG: -0.006R [-0.031, +0.020]. Powered NULL.",concept_campaign/results/mmxm-timeframe-alignment.json,concept_campaign/tests/time_guest_01c/mmxm-timeframe-alignment.py
mmxm-twitter-model,a,model,own,trade,UNDERPOWERED,138,0.02814,-0.136147,0.194178,0.7384,0.9075,keep,,,"Earlier 'Next Day Model' reading. The previous day reacted off an unfilled daily FVG. The trade is the next session only, never Monday, NY 08:30-12:00, first 15m CISD away from the level, 2R, 150 min. Underpowered (MDE 0.24).",concept_campaign/results/mmxm-twitter-model__a.json,concept_campaign/tests/model_own_03a/mmxm-twitter-model.py
mmxm-twitter-model,b,model,own,trade,UNDERPOWERED,537,-0.0589038,-0.184628,0.072129,0.3685,0.6708,keep,,,"Canonical reading: PDH/PDL raid, 15m CISD as the MSS substitute, hourly silver SMT proxy, midnight-open side filter. Target is the nearest unmitigated 1h FVG edge, stop at the raid extreme. Result: diff -0.059R, MDE 0.18, so not powered.",concept_campaign/results/mmxm-twitter-model__b.json,concept_campaign/tests/model_own_03a/mmxm-twitter-model.py
monday-range-marker,a,time,guest,rate,NULL,1086,0.00110497,-0.0276335,0.0307551,0.9409,0.9768,keep,,,"Rate test: is the Monday high or low traded through by the Friday close? 70.9% against a matched null of 70.8% (same distance, same number of tradable bars, random moments within +/-30 days), rows clustered by week. Monday's extremes are no more of a liquidity target than any level at that distance. Powered NULL.",concept_campaign/results/monday-range-marker__a.json,concept_campaign/tests/time_guest_01c/monday-range-marker.py
monday-range-marker,b,time,guest,trade,NEGATIVE,354,-0.318199,-0.569912,-0.0431806,0.01788,0.1462,keep,,,"Trade test of sweep, reject, run from Tuesday to Friday. The first 1h candle through a Monday extreme that closes back inside is the entry; stop at that candle's extreme, target the opposite Monday extreme, hold to Friday 17:00 NY with hold_basis='bars'. Result: -0.318R against the matched control.",concept_campaign/results/monday-range-marker__b.json,concept_campaign/tests/time_guest_01c/monday-range-marker.py
monday-trade-rule,a,time,own,gate,UNDERPOWERED,89,-0.201699,-0.468062,0.0632885,0.1368,0.4281,keep,,,Gate test: Monday trades after a Friday C2 reversal against the other Mondays (baseline direction from the §2.3 previous-candle engine). The point estimate leans against the claim (-0.20R). Structurally underpowered: effective n is 89.,concept_campaign/results/monday-trade-rule__a.json,concept_campaign/tests/time_own_03a/monday-trade-rule.py
monday-trade-rule,b,time,own,gate,UNDERPOWERED,58,-0.0627304,-0.329576,0.217745,0.6532,0.8577,keep,,,"Same as reading a, but the Friday C2 must also carry a same-direction 1h CISD. Effective n is 58; UNDERPOWERED.",concept_campaign/results/monday-trade-rule__b.json,concept_campaign/tests/time_own_03a/monday-trade-rule.py
multi-timeframe-fvg-indicator,,model,guest,gate,NULL,35076,0.0186733,-0.00111639,0.0383085,0.06336,0.2897,keep,,,"Baseline: 5m FVG first-return trades (2R, 50 min hold). Gate: the gap overlaps a live same-direction 10m or 15m FVG at the decision. Diff +0.019R, CI [-0.001, +0.038], gate rate 30%. Powered NULL.",concept_campaign/results/multi-timeframe-fvg-indicator.json,concept_campaign/tests/model_guest_02b/multi-timeframe-fvg-indicator.py
nested-fvg-entry-refinement,,entry,own,gate,UNDERPOWERED,2150,0.0275855,-0.063219,0.115517,0.5452,0.7917,keep,,,"15m/5m/1m ladder (M1 stands in for the 15s chart, which is not in the data). Union book of nested-gap entries vs the unrefined 15m-FVG-in-OTE entries at the same legs: +0.028R, CI contains 0, MDE 0.128, underpowered. Both arms enter at the next M1 open, which dilutes the difference.",concept_campaign/results/nested-fvg-entry-refinement.json,concept_campaign/tests/entry_own_02b/nested-fvg-entry-refinement.py
new-period-open-new-participants,,time,guest,trade,NULL,2364,-4.34492e-05,-0.0569514,0.0548845,0.9988,0.9999,keep,,,"Trade in the direction of the new day's first-hour colour (both 'flip' days, which were 51% of the sample, and 'confirm' days), skipping hours that were inside bars. Stop 0.5x the prior-day range, exit at 16:00 NY. No better than the matched random control: powered NULL (MDE 0.080).",concept_campaign/results/new-period-open-new-participants.json,concept_campaign/tests/time_guest_01b/new-period-open-new-participants.py
new-york-am-session-only,,time,own,gate,NULL,5331,-0.00330278,-0.0334213,0.0272687,0.8311,0.9416,keep,,,"Gate on the phase-3 15m CISD book (150min hold): decisions in his own-voice NY a.m. window 08:30-12:00 NY vs all other hours. -0.003R, CI [-0.033, +0.027]. The test was powered (MDE 0.043), so this is a NULL: the NY a.m.-only rule adds nothing on gold.",concept_campaign/results/new-york-am-session-only.json,concept_campaign/tests/time_own_03b/new-york-am-session-only.py
new-york-intraday-time-levels,a,time,own,trade,UNDERPOWERED,1198,-0.019662,-0.0902098,0.0510871,0.5854,0.808,keep,,,"8 a.m. reversal sequence: after a candle-2 closure on the 08:00 NY hourly candle, enter at 09:00 in the reversal direction, stop at the swept extreme, exit at 10:00; controls at the same NY clock. -0.020R, CI contains 0. MDE 0.101 misses the 0.10 threshold by a hair, so UNDERPOWERED.",concept_campaign/results/new-york-intraday-time-levels__a.json,concept_campaign/tests/time_own_01b/new-york-intraday-time-levels.py
new-york-intraday-time-levels,b,time,own,rate,UNDERPOWERED,2651,0.0654847,0.0530366,0.0792192,1.082e-22,5.191e-21,reject,,,"The day's high or low forms in 09:30-10:00 NY on 10.6% of days, against 4.1% for a random 30-minute window on the same day (lift 2.6x, CI [+5.3pp, +7.9pp], both halves positive). Still UNDERPOWERED under the locked rule: the rate threshold is min(5pp, 25% of the null) = 1.02pp, and the MDE is 1.87pp.",concept_campaign/results/new-york-intraday-time-levels__b.json,concept_campaign/tests/time_own_01b/new-york-intraday-time-levels.py
new-york-manipulation-profile,,model,own,trade,UNDERPOWERED,942,0.0238896,-0.0850314,0.134202,0.6693,0.8631,keep,,,"London stayed inside the prior day's range; a 5m CISD off an 08:30-10:00 sweep of the London high/low; target PDH/PDL, flat at 17:00. +0.024R, CI [-0.085,+0.134], MDE 0.157. Underpowered.",concept_campaign/results/new-york-manipulation-profile.json,concept_campaign/tests/model_own_02b/new-york-manipulation-profile.py
new-york-only-930-1130-window,,time,guest,gate,NULL,8451,0.0120989,-0.0120912,0.035961,0.3236,0.6368,keep,,,"Gate on 5m bare CISD. Entries from 09:30 to 11:30 NY (DST-aware) against all other times: +0.012R [-0.012, +0.036]. Powered NULL.",concept_campaign/results/new-york-only-930-1130-window.json,concept_campaign/tests/time_guest_01c/new-york-only-930-1130-window.py
new-york-reversal-profile,,model,own,trade,UNDERPOWERED,584,0.0940905,-0.0325483,0.210463,0.1291,0.41,keep,,,"London ran through the midnight open but did not reach PDL/PDH; a 5m CISD in NY 08:30-12:00 off an extreme beyond PDL/PDH; 2R, flat at 17:00. +0.094R, CI [-0.033,+0.210], MDE 0.174. Underpowered.",concept_campaign/results/new-york-reversal-profile.json,concept_campaign/tests/model_own_02b/new-york-reversal-profile.py
news-events-ignored,a,time,own,gate,UNDERPOWERED,634,-0.0193842,-0.123498,0.0797086,0.7085,0.8899,keep,,,"Stated policy ('nothing changes for me'). Gate on the 1h CISD book: trades on FOMC/NFP release days vs other days, claim '+'; a NULL would be consistent with this reading. -0.019R, CI [-0.12, +0.08], MDE 0.145 with about 204 release days, so it is UNDERPOWERED.",concept_campaign/results/news-events-ignored__a.json,concept_campaign/tests/time_own_03b/news-events-ignored.py
news-events-ignored,b,time,own,gate,UNDERPOWERED,7538,0.00769478,-0.131007,0.141285,0.9118,0.9709,keep,,,"Observed deferral ('waiting for NFP'). Filter that blocks 1h CISD decisions made on a release day before the release (NFP 08:30, FOMC 14:00). +0.008R, CI [-0.13, +0.14]. The blocked arm is only about 192 days (MDE 0.195), so it is UNDERPOWERED.",concept_campaign/results/news-events-ignored__b.json,concept_campaign/tests/time_own_03b/news-events-ignored.py
news-impact-tiering,a,time,guest,untestable,UNTESTABLE,0,,,,,,,,,"The red-folder-only reading needs the first red-folder USD event of each week. There is no economic calendar, and only NFP and FOMC dates can be derived. ISM, JOLTS, CPI, PPI, retail sales, GDP, PCE and claims dates cannot, so the week's first driver cannot be identified.",concept_campaign/results/news-impact-tiering__a.json,concept_campaign/tests/time_guest_01b/news-impact-tiering.py
news-impact-tiering,b,time,guest,rate,UNDERPOWERED,195,0.105641,0.0338462,0.178487,0.004197,0.04967,keep,,,"Three-tier reading, rate test: is the weekly high or low printed on a high-impact event day between the release and 17:00 NY? Events are NFP and FOMC presser days. The null uses the same weekday and window in nearby weeks with no NFP or FOMC. Observed 35.4% vs null 24.8%: NFP days 49%, FOMC days 10%.",concept_campaign/results/news-impact-tiering__b.json,concept_campaign/tests/time_guest_01b/news-impact-tiering.py
news-not-used,a,time,own,gate,UNDERPOWERED,634,-0.0193842,-0.123498,0.0797086,0.7085,0.8899,keep,,,"'Ignore the calendar entirely.' The rule is the same as news-events-ignored reading a, so the test is the same too (same frame and settings, same hypothesis key): release-day vs other-day 1h CISD trades. -0.019R, CI [-0.12, +0.08], UNDERPOWERED.",concept_campaign/results/news-not-used__a.json,concept_campaign/tests/time_own_03b/news-not-used.py
news-not-used,b,time,own,gate,UNDERPOWERED,7948,0.0728368,-0.19046,0.319303,0.5754,0.8029,keep,,,"'I don't trade post FOMC.' Filter that blocks 1h CISD decisions on FOMC days from 14:00 NY to the 18:00 roll. Only 47 blocked events on 39 effective days: +0.07R, CI [-0.19, +0.32], UNDERPOWERED. The '9:30 downgrade' clause is an expectation and was not tested.",concept_campaign/results/news-not-used__b.json,concept_campaign/tests/time_own_03b/news-not-used.py
next-day-model,a,model,own,trade,NULL,1992,-0.00983118,-0.0535508,0.0355632,0.6654,0.8594,keep,,,"The daily next-day decision table was traded on day D+1: continuation (1,132 days) or reversal (868). Entry at the D+1 open, stop at D's extreme, 2R target, one session held in trading time. Result: -0.010R against a matched control, a powered null (MDE 0.064).",concept_campaign/results/next-day-model__a.json,concept_campaign/tests/model_own_01b/next-day-model.py
next-day-model,b,model,own,rate,NULL,868,-0.00737327,-0.0405645,0.0260369,0.6643,0.8594,keep,,,"After a reversal day (a 2-2 reversal), day D+1 reached D-1's opposite extreme 30.0% of the time, against 30.7% for a null with the same distance and bar count. Powered null (MDE 0.048).",concept_campaign/results/next-day-model__b.json,concept_campaign/tests/model_own_01b/next-day-model.py
nfp-week-protocol,a,time,own,gate,NULL,3561,-0.0402073,-0.092608,0.012388,0.1333,0.4204,keep,,,"NFP-week day map on the 15m CISD book, NFP weeks only. Allowed = Tue/Wed, release day after 08:30, and any day after the release. Blocked = Mon, the day before the release, and release day before 08:30. Result -0.040R, powered NULL (MDE 0.075).",concept_campaign/results/nfp-week-protocol__a.json,concept_campaign/tests/time_own_02b/nfp-week-protocol.py
nfp-week-protocol,b,time,own,trade,UNTESTABLE,3,-0.190679,-2.4034,1.99007,0.8649,0.9643,keep,,,"Friday fade of the NFP sweep of the week-so-far high or low, only in 'internal' weeks. Only 4 of 125 NFP weeks met the declared internal test and 3 of those produced a trade, so n=3 < 30 and the harness verdict is UNTESTABLE. The trade itself is fully operationalised.",concept_campaign/results/nfp-week-protocol__b.json,concept_campaign/tests/time_own_02b/nfp-week-protocol.py
nine-thirty-expansion-invalidation,,time,own,trade,UNDERPOWERED,2589,0.0795898,-0.0261396,0.198751,0.1654,0.4609,keep,,,"9:30 drive trade: enter at the 09:30 open toward the nearer untaken previous-day high or low. Stop at the far-side 08:30-09:30 pre-open extreme (the kill condition), target that extreme, time exit 12:00; clock-fixed controls. +0.080R, CI [-0.026, +0.199].",concept_campaign/results/nine-thirty-expansion-invalidation.json,concept_campaign/tests/time_own_01b/nine-thirty-expansion-invalidation.py
no-draw-no-trade,a,risk,guest,gate,UNDERPOWERED,2123,-0.0210314,-0.0831344,0.038372,0.4975,0.7638,keep,,,"Rauf reading on the 1h CISD book: trade only when the last month and the last week both closed beyond the prior period's high or low (27% of events pass). -0.021R [-0.083, +0.038]. The month-clustered CI leaves an effective n of 59, so it is UNDERPOWERED.",concept_campaign/results/no-draw-no-trade__a.json,concept_campaign/tests/risk_guest_02b/no-draw-no-trade.py
